studentno,413-GE-KG,420-GE-KG,420-SE-KG,420-SN-KG,435-GE-KG,456-GE-KG,456-SB-KG,618-SN-KG,618-SE-KG,449-FB-KG,449-GE-KG,625-GE-KG,603-SB-KG,603-GE-KG,872-CB-KG,872-GE-KG,509-CE-KG,509-CN-KG,478-GE-KG,478-JE-KG,478-JN-KG,481-SB-KG,481-GE-KG,525-GE-KG,507-GE-KG,521-GE-KG,539-GE-KG,680-SN-KG,680-GE-KG,680-SE-KG,562-CN-KG,562-CE-KG,562-GE-KG,575-SB-KG,575-GE-KG,589-GE-KG,593-SB-KG,593-GE-KG,453-GE-KG,453-SE-KG,453-SN-KG,614-SB-KG,614-CB-KG,614-GE-KG,537-SE-KG,537-SN-KG,644-GE-KG,544-GE-KG,838-GE-KG,838-ME-KG,838-MN-KG,664-GE-KG,670-GE-KG,490-CB-KG,490-GE-KG,676-GE-KG,476-NC-KG,479-GE-KG,479-KE-KG,479-KN-KG,691-FB-KG,691-SB-KG,691-GE-KG,830-GE-KG,714-SE-KG,714-SN-KG,549-GE-KG,718-GE-KG,505-GE-KG,722-GE-KG,724-NS-KG,729-CB-KG,729-GE-KG,729-SE-KG,729-SN-KG,723-CB-KG,723-GE-KG,723-SB-KG,650-SB-KG,650-GE-KG,735-GE-KG,746-GE-KG,746-ME-KG,746-MN-KG,638-CB-KG,638-GE-KG,786-JE-KG,786-GE-KG,786-JN-KG,569-GE-KG,790-GE-KG,760-SN-KG,760-GE-KG,760-SE-KG,796-GE-KG,816-SB-KG,816-GE-KG,656-SB-KG,656-GE-KG,493-GE-KG,814-GE-KG,820-GE-KG,823-GE-KG,488-GE-KG,834-CB-KG,834-GE-KG,834-SB-KG,782-GE-KG,842-GE-KG,750-GE-KG,848-CB-KG,848-GE-KG,513-CB-KG,513-SB-KG,513-GE-KG,859-GE-KG,862-CB-KG,862-GE-KG,867-CB-KG,867-GE-KG,497-SN-KG,497-GE-KG,497-SE-KG,876-CE-KG,876-CN-KG,876-GE-KG,801-GE-KG,485-CE-KG,485-CT-KG
2324-1003229,-2.111834,1.33436,0.98747,-inf,-1.329198,-3.959616,-inf,-inf,-2.526109,-inf,-3.686717,-6.372203,-inf,-3.010972,-inf,-4.168354,-0.179668,-inf,0.577996,-0.655733,-inf,-inf,-4.736309,-3.540284,-5.681312,-5.641206,-2.212826,-inf,-3.346579,-3.693469,-inf,-5.29361,-5.400245,-inf,-2.516026,0.105006,-inf,-5.371387,-6.964912,-7.311802,-inf,-inf,-inf,-4.479443,-2.417061,-inf,-1.016603,-2.290817,-4.479334,-5.122113,-inf,-2.4878,-3.476044,-inf,-4.134056,-1.101166,-inf,-1.082793,-3.203031,-inf,-inf,-inf,-4.920088,-6.470619,-3.304507,-inf,-2.187576,-0.763415,-0.246769,-0.691764,-inf,-inf,-3.839331,-4.186221,-inf,-inf,-3.364417,-inf,-inf,-3.286641,-1.148582,-3.778528,-4.421307,-inf,-inf,-5.159293,-4.884788,-3.651059,-inf,-0.814518,-4.478716,-inf,-4.886115,-5.233005,1.787575,-inf,-2.539398,-inf,-3.683151,-3.7514,-2.964558,-4.819324,-3.010728,-1.801391,-inf,-5.089287,-inf,-2.174622,-1.580061,-1.113206,-inf,-3.388277,-inf,-inf,-5.090646,-4.16308,-inf,-2.002493,-inf,-6.132891,-inf,-3.965906,-4.312796,-0.454435,-inf,-0.56107,-3.942355,-0.558264,-inf
2324-1003230,2.264671,-3.252335,-3.968559,-inf,0.535507,-7.125856,-inf,-inf,-6.153803,-inf,-5.634743,-9.788118,-inf,-6.144323,-3.259746,-4.91032,-3.217052,-0.931109,-1.652866,-2.681767,-inf,-inf,-8.103994,-3.53845,-9.143799,-9.156699,-3.201985,-inf,-6.686272,-7.402496,-5.061004,-7.346946,-5.875488,-inf,-5.894713,-1.762937,-inf,-8.558777,-10.48216,-11.198384,-inf,-inf,-6.340856,-7.991431,-6.310798,-inf,-0.556911,-1.067936,-7.549072,-7.940423,-inf,0.241628,-4.730029,-3.311031,-4.961605,-0.403437,-6.469728,0.233329,-1.620117,-inf,-inf,-inf,-7.824045,-9.830661,-6.15045,-inf,-1.261314,-2.940224,-4.418569,-3.672406,-inf,-5.578599,-7.229174,-7.945397,-inf,-4.731232,-6.381807,-inf,-inf,-5.002186,-1.738582,-6.003564,-6.394915,-inf,-4.085346,-5.73592,-5.527155,-4.498253,-inf,0.899124,-5.26399,-inf,-8.388956,-9.10518,-2.786862,-inf,-5.189963,-inf,-7.208099,-7.120253,-2.944386,-7.346043,-3.031718,-3.695763,-3.963732,-5.614306,-inf,-2.00963,-4.567601,-0.527656,0.606297,-1.044278,-6.963527,-inf,-8.614102,-5.461247,-0.529692,-2.180266,-7.964278,-9.614852,-inf,-6.75239,-7.468614,-4.024815,-1.738872,-2.553356,-4.117317,-2.687756,1.465058
2324-1003231,-1.413628,-0.69415,-1.410374,-inf,-0.747914,-4.350124,-inf,-inf,-3.38954,-inf,-3.253027,-7.028385,-inf,-3.367586,-inf,-3.360934,0.491487,-inf,-0.016405,-1.045307,-inf,-inf,-5.837501,-2.429155,-6.409142,-6.609073,-2.82681,-inf,-3.924792,-4.641016,-inf,-5.997317,-4.525858,-inf,-3.630581,1.535273,-inf,-6.499171,-7.807854,-8.524078,-inf,-inf,-inf,-5.474766,-3.729313,-inf,-0.880959,-2.312073,-4.784912,-5.176263,-inf,-2.040093,-4.238213,-inf,-3.320025,-1.147134,-inf,-0.0233,-1.876745,-inf,-inf,-inf,-6.047064,-7.058033,-3.470288,-inf,-1.397092,0.932478,-1.710411,-1.787246,-inf,-inf,-4.938761,-5.654985,-inf,-inf,-3.611912,-inf,-inf,-2.560925,1.02695,-4.797352,-5.188703,-inf,-inf,-4.284497,-3.714592,-2.68569,-inf,0.121722,-3.595419,-inf,-5.715144,-6.431368,-0.397231,-inf,-2.417816,-inf,-4.624144,-4.858781,-1.89008,-5.896944,-1.983381,-2.693386,-inf,-4.164077,-inf,-2.464002,-2.697981,-1.322784,-inf,-2.546765,-inf,-inf,-5.982985,-3.394024,-inf,-2.486826,-inf,-7.152431,-inf,-4.053987,-4.770211,-2.833708,-inf,-1.362249,-2.979358,-2.213192,-inf
2324-1003232,-4.219126,-1.581664,-1.098922,-inf,-3.403005,-4.149098,-inf,-inf,-2.43277,-inf,-5.05585,-5.317519,-inf,-3.703184,-inf,-5.864328,-4.038337,-inf,-1.191715,-1.946876,-inf,-inf,-2.439895,-5.764036,-4.538471,-3.72807,-2.712296,-inf,-3.38876,-2.906018,-inf,-8.655351,-7.190701,-inf,-0.011736,-2.188549,-inf,-3.100596,-5.316164,-4.833422,-inf,-inf,-inf,-2.771877,-1.103758,-inf,-2.793488,-3.573635,-4.672311,-5.243706,-inf,-4.335841,-3.37692,-inf,-5.881036,-2.507221,-inf,-3.39209,-6.025304,-inf,-inf,-inf,-2.92936,-5.55638,-3.933771,-inf,-4.420082,-2.886292,-3.359357,-0.680776,-inf,-inf,-0.462709,0.020034,-inf,-inf,-4.128052,-inf,-inf,-5.247761,-3.46003,-2.674699,-3.246094,-inf,-inf,-6.980408,-6.470673,-5.715513,-inf,-3.087426,-6.378042,-inf,-4.00903,-3.526288,-1.64131,-inf,-4.371102,-inf,-2.748798,-0.339093,-5.119109,-3.350113,-5.075552,-1.577104,-inf,-7.016483,-inf,-3.152388,-0.51026,-2.131426,-inf,-5.609551,-inf,-inf,-3.5673,-5.994777,-inf,-2.44281,-inf,-4.02183,-inf,-4.481258,-3.998516,-2.706724,-inf,-1.242074,-5.886092,-3.868308,-inf
2324-1003233,-3.694741,-1.340134,-2.056358,-inf,-2.877368,-4.433736,-inf,-inf,-3.719781,-inf,-5.11382,-5.881964,-inf,-3.840372,-4.200279,-5.850853,-3.732514,-1.446572,-0.68673,-1.715631,-inf,-inf,-3.005053,-5.506338,-5.103512,-4.360784,-2.083079,-inf,-3.65804,-4.374264,-6.330874,-8.616817,-7.145358,-inf,-0.051767,-1.798468,-inf,-3.434532,-5.944722,-6.660946,-inf,-inf,-1.710928,-3.361502,-2.515405,-inf,-2.220778,-2.945226,-4.979439,-5.37079,-inf,-3.752562,-2.795881,-4.19402,-5.844595,-1.889653,-7.212384,-3.001494,-4.854939,-inf,-inf,-inf,-2.962179,-6.105361,-5.125212,-inf,-3.95915,-2.662741,-3.142855,-0.102995,-inf,-0.557978,-2.208553,-2.924776,-inf,-2.618367,-4.268942,-inf,-inf,-5.101565,-3.097733,-2.276222,-2.667573,-inf,-5.269087,-6.919661,-6.570169,-5.541267,-inf,-2.646337,-6.279274,-inf,-4.451029,-5.167253,-1.301517,-inf,-4.232168,-inf,-3.119605,-2.077908,-4.906102,-3.078081,-4.911569,-0.981133,-5.260158,-6.910733,-inf,-2.519843,1.212875,-1.498742,-3.48288,-5.133454,-2.514307,-inf,-4.164882,-5.911395,-0.177571,-1.828145,-2.985975,-4.636549,-inf,-4.738069,-5.454293,-2.091296,0.194646,-0.619838,-5.779141,-3.311788,0.841026
2324-1003234,-5.84137,-2.841691,-2.358949,-inf,-5.051967,-3.749522,-inf,-inf,-2.872346,-inf,-5.048568,-3.464634,-inf,-3.880925,-inf,-5.901467,-5.209497,-inf,-2.911292,-3.666452,-inf,-inf,-3.493723,-6.645396,-2.789289,-1.19356,-4.77916,-inf,-3.310851,-2.828109,-inf,-8.780119,-7.315469,-inf,-2.9809,-3.597703,-inf,-3.993239,-3.268723,-2.785981,-inf,-inf,-inf,-2.93453,-1.937635,-inf,-4.602936,-5.569587,-4.058798,-4.630193,-inf,-6.142067,-5.441089,-inf,-6.028534,-4.457152,-inf,-4.639904,-7.273118,-inf,-inf,-inf,-4.34735,-3.745889,-4.315925,-inf,-5.901809,-3.876042,-4.460696,-2.640411,-inf,-inf,-3.124927,-2.642185,-inf,-inf,-4.209026,-inf,-inf,-5.941016,-4.716468,-4.582203,-5.153597,-inf,-inf,-7.185602,-7.146121,-6.390961,-inf,-4.484116,-6.766791,-inf,-3.785289,-3.302547,-3.059306,-inf,-5.199916,-inf,-3.304231,-3.220573,-5.838264,-5.140145,-5.613485,-3.651481,-inf,-7.394386,-inf,-5.187878,-2.58688,-4.169284,-inf,-7.099431,-inf,-inf,-1.133123,-6.404324,-inf,-4.520115,-inf,-3.034438,-inf,-3.913313,-3.43057,-4.705008,-inf,-3.240359,-6.217924,-5.671573,-inf
2324-1003235,-3.354775,-2.124084,-2.470974,-inf,-2.71814,-4.925583,-inf,-inf,-4.065103,-inf,-5.386786,-5.844957,-inf,-4.471648,-inf,-5.746038,-2.574563,-inf,-1.170023,-2.403753,-inf,-inf,-3.151707,-5.628162,-5.200282,-4.255537,-1.620485,-inf,-4.282262,-4.629152,-inf,-6.889934,-6.996569,-inf,-2.237066,-2.265876,-inf,-2.701133,-5.616395,-5.963285,-inf,-inf,-inf,-3.837525,-3.014787,-inf,-2.1245,-2.216604,-5.372603,-6.015382,-inf,-3.167761,-1.910534,-inf,-5.844734,-1.475462,-inf,-2.975004,-5.095242,-inf,-inf,-inf,-0.572001,-6.033932,-5.27076,-inf,-4.00522,-3.194012,-3.830114,-0.9284,-inf,-inf,-2.743944,-3.090834,-inf,-inf,-4.848627,-inf,-inf,-5.518862,-3.385393,-1.021908,-1.664688,-inf,-inf,-6.867224,-7.013115,-5.779385,-inf,-2.580283,-6.393878,-inf,-5.034806,-5.381696,-2.008371,-inf,-4.842392,-inf,-3.883742,-2.672677,-4.958562,14.014257,-4.880116,-0.539728,-inf,-6.944075,-inf,-1.919706,-0.661556,-0.753109,-inf,-4.972309,-inf,-inf,-4.385445,-6.166542,-inf,-0.831408,-inf,-4.293616,-inf,-5.051974,-5.398864,-0.724776,-inf,-0.831411,-5.665682,-1.830667,-inf
2324-1003236,-3.50287,-0.488056,-0.834946,-inf,-2.731314,-2.849626,-inf,-inf,-1.69724,-inf,-3.490228,-4.97631,-inf,-2.172898,-inf,-4.294774,-2.850449,-inf,-0.720179,-1.47534,-inf,-inf,-3.832806,-4.401625,-4.274699,-4.352947,-3.143285,-inf,-2.100205,-2.447095,-inf,-7.091234,-5.626585,-inf,-1.891876,-1.240392,-inf,-4.628624,-5.577752,-5.924642,-inf,-inf,-inf,-3.250087,-0.025136,-inf,-2.397932,-3.576281,-3.405399,-3.976794,-inf,-3.892486,-4.160056,-inf,-4.315871,-2.404034,-inf,-2.282347,-4.915561,-inf,-inf,-inf,-4.486755,-5.095967,-3.198929,-inf,-3.540853,-1.552659,-2.096276,-0.997226,-inf,-inf,-2.967313,-3.314203,-inf,-inf,-2.601618,-inf,-inf,-3.773274,-2.350756,-3.923193,-4.494588,-inf,-inf,-5.421931,-5.007103,-4.251942,-inf,-2.114895,-4.841498,-inf,-3.48358,-3.83047,13.778819,-inf,-2.928868,-inf,-2.37729,-2.938271,-3.685876,-4.744244,-3.583627,-2.354754,-inf,-5.481742,-inf,-3.337625,-1.497614,-2.305849,-inf,-4.735562,-inf,-inf,-3.726048,-4.454114,-inf,-2.971161,-inf,-4.925696,-inf,-3.10123,-3.44812,-2.911531,-inf,-1.446881,-4.348394,-3.486901,-inf
2324-1003237,-4.702705,-2.541181,-3.257405,-0.98314,-4.061614,-3.733811,-1.802814,-1.698375,-3.972639,-inf,-4.592281,-3.432578,-1.85409,-3.785086,-inf,-5.037499,-4.655616,-inf,-2.360639,-3.38954,-inf,-1.324587,-3.255583,-5.865082,-2.975833,-1.093086,-3.874,-1.793353,-3.351393,-4.067617,-inf,-7.860775,-6.389317,-0.864704,-2.7957,-3.048917,-1.494099,-3.425095,-2.863386,-3.57961,-1.305345,-1.112708,-inf,-3.043704,-3.132401,-0.858136,-3.703361,-4.334707,-3.995793,-4.387144,-inf,-4.872076,-4.461098,-inf,-5.248356,-3.410218,-inf,-3.714376,-5.567822,-inf,-inf,-1.729494,-3.660491,-3.621753,-5.204449,-2.930184,-5.044392,-3.432905,-4.122352,-2.233568,-3.318015,-inf,-2.961042,-3.677265,-1.403001,-inf,-4.084676,-2.15368,-3.524814,-5.455811,-4.044523,-3.745303,-4.136654,-inf,-inf,-6.340913,-6.772498,-5.743596,-inf,-3.532124,-6.052674,-2.41881,-3.976851,-4.693075,-2.671812,-2.929441,-4.860437,-1.445906,-3.376903,-3.034181,-5.013507,-4.37211,-4.733894,-2.882067,-inf,-6.602756,-4.671759,-4.110869,-2.169616,-2.988851,-inf,-6.080092,-inf,-0.703904,-2.6349,-5.823893,-inf,-3.32855,-inf,-2.5621,-2.150999,-3.70904,-4.425264,-4.072717,-inf,-2.601259,-5.290301,-4.905866,-inf
2324-1003238,-2.183648,-0.91758,-1.26447,-inf,-1.369722,-4.944484,-inf,-inf,-3.562696,-inf,-4.930783,-7.006534,-inf,-4.082034,-inf,-5.386685,-2.744097,-inf,0.66838,-0.086781,-inf,-inf,-4.543196,-4.534731,-6.255047,-5.807033,-1.029304,-inf,-4.232233,-4.579124,-inf,-8.061953,-6.597303,-inf,-2.427857,-0.676449,-inf,-4.912632,-7.318134,-7.665024,-inf,-inf,-inf,-4.689868,-2.931386,-inf,-0.677851,-1.527877,-5.492639,-6.064034,-inf,-2.210591,-2.230401,-inf,-5.348319,-0.408472,-inf,-1.725682,-4.358896,-inf,-inf,-inf,-4.200047,-7.171882,-4.541642,-inf,-2.563132,-1.953704,-2.610944,-0.069714,-inf,-inf,-3.70945,-4.05634,-inf,-inf,-4.473162,-inf,-inf,-4.495727,-1.950036,-2.684495,-3.25589,-inf,-inf,-6.354293,-5.54666,-4.7915,-inf,-1.272447,-5.665405,-inf,-5.446586,-5.793476,-0.549035,-inf,-3.785749,-inf,-4.118903,-3.586192,-4.016134,-3.856026,-4.11301,-0.577056,-inf,-6.259611,-inf,-1.210469,-0.919774,-0.186386,-inf,-3.69362,-inf,-inf,-5.452791,-5.379318,-inf,-0.853113,-inf,-6.150018,-inf,-5.080077,-5.426967,0.324075,-inf,1.788725,-5.094355,-1.767985,-inf
2324-1003239,-3.830903,-1.140208,-1.487098,-inf,-3.140348,-0.814194,-inf,-inf,-0.429942,-inf,-2.470584,-4.686331,-inf,-0.233311,-inf,-3.3387,-2.952667,-inf,-1.501225,-2.256386,-inf,-inf,-4.797085,-4.068451,-4.163138,-4.833429,-4.170514,-inf,-0.655409,-1.002299,-inf,-6.18286,-4.71821,-inf,-3.042828,-1.652446,-inf,-5.620616,-5.673919,-6.020809,-inf,-inf,-inf,-3.998574,-2.186556,-inf,-3.040864,-4.367615,-2.404294,-2.975689,-inf,-4.404048,-5.272754,-inf,-3.413565,-3.176167,-inf,-2.272879,-4.906093,-inf,-inf,-inf,-5.58944,-4.667821,-2.490807,-inf,-3.8147,-1.540275,-2.419408,-2.12586,-inf,-inf,-3.99038,-4.33727,-inf,-inf,-0.416967,-inf,-inf,-3.351781,-2.470141,-5.097532,-5.668926,-inf,-inf,-4.555446,-4.510422,-3.755262,-inf,-2.254485,-4.094973,-inf,-3.872246,-4.219136,-1.394143,-inf,-2.826547,-inf,-3.223697,-3.991126,-3.194747,-5.909532,-2.940049,-3.485253,-inf,-4.725605,-inf,-4.243055,-2.67193,-3.189559,-inf,-4.953323,-inf,-inf,-4.084431,-3.730142,-inf,-3.993371,-inf,-5.514077,-inf,-1.950056,-2.296946,-3.932007,-inf,-2.467357,-3.560542,-4.189883,-inf
2324-1003240,-5.047732,-2.125056,-2.471946,-inf,-4.243884,-3.710219,-inf,-inf,-3.272758,-inf,-4.915028,-4.269168,-inf,-3.577332,-inf,-5.784644,-4.567085,-inf,-2.057898,-2.813058,-inf,-inf,-2.629917,-6.143356,-3.500936,-2.689949,-3.817037,-inf,-3.069097,-3.415987,-inf,-8.626445,-7.161796,-inf,-2.03956,-2.859367,-inf,-3.346887,-4.213521,-4.560411,-inf,-inf,-inf,-0.948523,-2.070023,-inf,-3.730992,-4.632758,-4.150004,-4.721398,-inf,-5.277918,-4.482445,-inf,-5.854679,-3.535813,-inf,-3.991459,-6.624673,-inf,-inf,-inf,-3.576863,-4.529486,-4.806649,-inf,-5.154986,-3.294135,-3.81515,-1.702325,-inf,-inf,-2.166959,-2.513849,-inf,-inf,-3.963468,-inf,-inf,-5.491848,-4.049199,-3.676105,-4.247499,-inf,-inf,-6.989684,-6.72279,-5.967629,-inf,-3.775615,-6.477309,-inf,-3.450276,-3.797166,-2.298449,-inf,-4.668534,-inf,-2.624143,-2.260322,-5.409838,-4.267889,-5.268936,-2.688497,-inf,-7.115875,-inf,-4.236305,-1.622241,-3.2172,-inf,-6.355628,-inf,-inf,-2.489842,-6.092787,-inf,-3.555559,-inf,-3.184781,-inf,-4.014662,-4.361552,-3.76224,-inf,-2.297591,-5.969306,-4.798435,-inf
2324-1003241,-3.173093,-0.168197,-0.884421,-inf,-2.41002,-2.948232,-inf,-inf,-1.965775,-inf,-3.310807,-5.266557,-inf,-2.11869,-inf,-4.068417,-2.504258,-inf,14.043731,13.014829,-inf,-inf,-4.127016,-4.062067,-4.585083,-4.705896,-3.022593,-inf,-2.264551,-2.980775,-inf,-6.854051,-5.382593,-inf,-2.085449,-0.906028,-inf,-4.901674,-5.918585,-6.634809,-inf,-inf,-inf,-3.595927,-1.846849,-inf,-2.120039,-3.348151,-3.495323,-3.886674,-inf,-3.592535,-4.110253,-inf,-4.074925,-2.166665,-inf,-1.929404,-3.782849,-inf,-inf,-inf,-4.696631,-5.364342,-3.332976,-inf,-3.201198,-1.203715,-1.74373,-0.970855,-inf,-inf,-3.246598,-3.962822,-inf,-inf,-2.534066,-inf,-inf,-3.457948,-1.998977,-4.003293,-4.394643,-inf,-inf,-5.168201,-4.963927,-3.935025,-inf,-1.766794,-4.563945,-inf,-3.820471,-4.536695,-0.430975,-inf,-2.596975,-inf,-2.72707,-3.203337,-3.361503,-4.873975,-3.279994,-2.326295,-inf,-5.20287,-inf,-3.152267,-1.589198,-2.112242,-inf,-4.39338,-inf,-inf,-4.075542,-4.180013,-inf,-2.849218,-inf,-5.274145,-inf,-3.112633,-3.828857,-2.789799,-inf,-1.318341,-4.07212,-3.228211,-inf
2324-1003242,-3.038887,-2.161643,-2.877867,-0.603602,-2.421687,-5.203981,-3.272985,-2.346144,-4.620409,-inf,-5.528302,-6.294865,-2.745665,-4.676662,-inf,-5.826065,-4.080883,-inf,-1.017065,-2.045967,-inf,-1.686896,-3.617893,-5.555123,-5.642126,-4.760404,-1.166591,-2.995587,-4.553628,-5.269852,-inf,-8.524575,-7.053117,-0.552138,-2.483135,-2.160016,-1.321813,-3.25281,-6.129333,-6.845557,-4.571292,-2.31527,-inf,-4.246267,-3.638718,-1.364453,-1.800842,-1.746561,-5.663206,-6.054557,-inf,-2.772788,-1.37791,-inf,-5.913282,-1.060224,-inf,-2.795209,-4.648654,-inf,-inf,-0.308608,-2.239605,-6.476241,-5.757414,-3.48315,-3.784063,-3.19028,-3.857446,-0.914252,-3.348213,-inf,-3.138878,-3.855102,-1.580837,-inf,-5.052809,-3.121813,-3.614546,-5.545543,-3.263472,0.649947,0.258596,-inf,-inf,-6.917048,-6.800499,-5.771597,-inf,-2.35944,-6.426619,-3.82574,-5.383781,-6.100005,-1.983621,-2.965882,-4.896879,-2.264171,-4.195168,-3.051651,-4.910257,-0.520461,-4.860056,-0.12427,-inf,-6.967516,-5.036519,-1.450191,-0.763344,-0.264992,-inf,-4.714495,-inf,-2.901482,-4.832479,-6.218282,-inf,-0.295298,-inf,-4.826449,-3.756027,-5.314068,-6.030292,-2.046129,-inf,-0.574671,-5.680953,-3.129422,-inf
2324-1003243,-1.804758,-1.203229,-0.720487,-inf,-1.275316,-4.193447,-inf,-inf,-2.238523,-inf,-2.567477,-6.971063,-inf,-3.279807,-inf,-2.52836,-1.216723,-inf,-0.833027,-1.588187,-inf,-inf,-6.29577,-1.8634,-6.42687,-6.856579,-3.659304,-inf,-3.932558,-3.449816,-inf,-5.162123,-3.697473,-inf,-4.144885,-0.414646,-inf,-7.024972,-7.903329,-7.420586,-inf,-inf,-inf,-5.787577,-2.846292,-inf,-1.620183,-3.048158,-4.541758,-5.113152,-inf,-2.574117,-5.063704,-inf,-2.487562,-1.907567,-inf,-0.018849,-2.652064,-inf,-inf,-inf,-6.67034,-6.94016,-1.881273,-inf,-1.848576,-0.328856,-2.117239,-2.4787,-inf,-inf,-5.4026,-4.919858,-inf,-inf,-3.435026,-inf,-inf,-0.763509,-0.486371,-5.551329,-6.122723,-inf,-inf,-3.455199,-2.628258,-1.873097,-inf,-0.096063,-2.76486,-inf,-5.881285,-5.398543,-1.059124,-inf,-2.43464,-inf,-4.912641,-5.340737,-1.198905,-6.606367,-1.223684,-3.493432,-inf,-3.343593,-inf,-3.269514,-3.354743,-2.108979,-inf,-2.846706,-inf,-inf,-6.166613,-2.57766,-inf,-3.312561,-inf,-7.457869,-inf,-3.654696,-3.171954,-3.637995,-inf,-2.173346,-2.176006,-3.010969,-inf
2324-1003244,-5.494479,-2.518436,-3.23466,-inf,-4.748921,-2.782496,-inf,-inf,-3.448528,-inf,-4.029708,-2.915717,-inf,-3.114254,-inf,-4.842041,-4.694325,-inf,-2.78214,-3.811042,-inf,-inf,-4.266891,-5.907601,-1.216148,-3.460605,-5.036684,-inf,-2.595921,-3.312145,-inf,-7.745209,-6.27375,-inf,-3.271578,-3.232225,-inf,-4.95828,-3.87251,-4.588734,-inf,-inf,-inf,-3.404404,-3.013716,-inf,-4.460631,-5.617539,-2.979331,-3.370682,-inf,-5.943387,-5.876065,-inf,-5.00689,-4.454832,-inf,-4.071146,-5.924592,-inf,-inf,-inf,-5.216687,-3.050832,-4.692621,-inf,-5.497309,-3.297269,-4.006608,-2.820757,-inf,-inf,-3.70573,-4.421954,-inf,-inf,-3.366494,-inf,-inf,-5.190647,-4.210081,-5.239361,-5.630712,-inf,-inf,-6.174063,-6.614883,-5.585981,-inf,-4.003639,-5.832873,-inf,-3.545503,-4.261727,-2.781296,-inf,-4.585978,-inf,-3.284946,-3.777447,-5.017808,-5.871429,-4.710914,-4.054808,-inf,-6.445106,-inf,-5.331171,-2.992498,-4.307744,-inf,-6.671081,-inf,-inf,-2.822404,-5.503711,-inf,-4.842451,-inf,-4.19117,-inf,-2.800637,-3.516861,-4.858883,-inf,-3.387425,-5.23723,-5.557032,-inf
2324-1003245,-1.363837,-2.899183,-3.615407,-inf,-1.277059,-5.857701,-inf,-inf,-5.206457,-inf,-3.630854,-8.646842,-inf,-5.007283,-inf,-2.375432,-2.60863,-inf,-2.134264,-3.163166,-inf,-inf,-8.040074,-1.522977,-8.148192,-8.63699,-4.669164,-inf,-5.677954,-6.394178,-inf,-4.780414,-3.308956,-inf,-5.857113,-1.725136,-inf,-8.736194,-9.648347,-10.364571,-inf,-inf,-inf,-7.566526,-5.82073,-inf,-2.145803,-3.346052,-6.133342,-6.524693,-inf,-2.312062,-6.175362,-inf,-2.481649,-2.381961,-inf,0.627058,-1.226387,-inf,-inf,-inf,-8.300003,-8.572915,-4.709967,-inf,-2.011243,-2.062165,-3.840746,-4.031128,-inf,-inf,-7.143023,-7.859247,-inf,-inf,-5.121753,-inf,-inf,-3.508855,-1.340486,-6.969443,-7.360794,-inf,-inf,-3.20169,-3.549047,-2.520145,-inf,0.30157,-2.895954,-inf,-7.656846,-8.37307,-2.649763,-inf,-4.215905,-inf,-6.692284,-7.072658,-0.499497,-8.117501,-0.470477,-4.779641,-inf,-3.128204,-inf,-3.922363,-4.948499,-2.625956,-inf,-2.422221,-inf,-inf,-7.94117,-3.390559,-inf,-4.087561,-inf,-9.238764,-inf,-5.09317,-5.809394,-4.91452,-inf,-3.443062,-1.54282,-3.852263,-inf
2324-1003246,-0.24118,-2.420212,-2.767102,-inf,-0.06499,-5.939211,-inf,-inf,-4.706519,-inf,-4.190846,-8.690489,-inf,-4.990916,-inf,-3.440038,-2.123015,-inf,-1.279624,-2.034784,-inf,-inf,-7.527201,-2.045379,-8.105655,-8.352307,-3.578695,-inf,-5.604685,-5.951575,-inf,-5.895193,-4.430543,-inf,-5.304234,-1.009072,-inf,-8.132263,-9.533936,-9.880826,-inf,-inf,-inf,-7.214396,-5.102381,-inf,-0.974099,-2.133766,-6.309617,-6.881012,-inf,-1.163253,-5.106247,-inf,-3.476897,-1.182842,-inf,2.80365,0.170436,-inf,-inf,-inf,-7.572378,-8.68417,-4.484298,-inf,-0.850358,-1.796848,-3.45304,-3.290072,-inf,-inf,-6.630599,-6.977489,-inf,-inf,-5.179153,-inf,-inf,-3.645036,-0.663731,-6.054726,-6.62612,-inf,-inf,-4.268639,-3.777033,-3.021872,-inf,2.622647,-3.771399,-inf,-7.44974,-7.79663,-2.052441,-inf,-4.044955,-inf,-6.367259,-6.541291,-1.474875,-7.272986,-1.595215,-3.805848,-inf,-4.135506,-inf,-2.740149,-4.221838,-1.423353,-inf,-1.256098,-inf,-inf,-7.722828,-3.988686,-inf,-2.916714,-inf,-8.889534,-inf,-5.423697,-5.770587,-3.963343,-inf,-2.498694,-2.693062,-2.762809,-inf
